Window,Label,Max_Acc,Mean_Acc,Std_Acc,Max_Gyro,Mean_Gyro,Std_Gyro,Rep_Count,Smoothness
6384,1,0.507718,0.242888,0.0908296,1.21335,0.574435,0.223301,4,0.0372321
6385,1,0.528884,0.23478,0.100277,1.60667,0.883669,0.279789,4,0.0423616
6386,1,0.562282,0.248105,0.108464,1.31797,0.755208,0.249576,3,0.0474557
6387,1,0.562282,0.275314,0.104036,1.31797,0.637894,0.246861,3,0.0434044
6388,1,0.54318,0.278058,0.099973,1.19241,0.58546,0.242272,4,0.0423507
6389,1,0.54318,0.269052,0.0992798,1.19241,0.5684,0.247899,5,0.0455981
6390,1,0.532337,0.275155,0.105731,1.22064,0.558103,0.248337,4,0.0439932
6391,1,0.57801,0.287485,0.114378,1.29779,0.576024,0.249453,4,0.0457309
6392,1,0.657685,0.287833,0.123877,1.48274,0.62194,0.297972,4,0.0584211
6393,1,0.657685,0.27903,0.124206,1.48274,0.596186,0.297967,3,0.0608454
6394,1,0.682113,0.273174,0.119535,1.18105,0.538083,0.226833,5,0.0553943
6395,1,0.682113,0.280959,0.116379,1.26816,0.55334,0.23272,5,0.053606
6396,1,0.561119,0.28471,0.111246,1.26816,0.582693,0.270681,4,0.046645
6397,1,0.595987,0.275398,0.111107,1.18488,0.552896,0.267373,3,0.0438801
6398,1,0.595987,0.262666,0.114544,1.0541,0.515156,0.236978,3,0.0464671
6399,3,0.831118,0.280786,0.173444,1.28835,0.522085,0.231243,4,0.0784395
6400,3,0.863976,0.299333,0.174305,1.28901,0.547958,0.208139,2,0.0810322
6401,3,0.922826,0.296485,0.172642,2.08802,0.779248,0.368308,3,0.0798441
6402,3,0.922826,0.298822,0.182241,2.08802,0.834939,0.364144,4,0.0935771
6403,3,1.06688,0.338574,0.200028,1.94848,0.71275,0.312231,3,0.0935763
6404,3,1.06688,0.34376,0.189651,1.85613,0.829478,0.33753,4,0.082764
6405,3,0.898274,0.347589,0.167452,1.85613,0.875382,0.325114,3,0.0709632
6406,3,1.08113,0.353786,0.184417,1.56705,0.794434,0.29644,2,0.0749227
6407,2,0.695293,0.278852,0.137822,1.65101,0.8866,0.311232,6,0.0520191
6408,2,0.781976,0.260473,0.149177,1.33417,0.615653,0.272688,5,0.0635596
6409,2,0.781976,0.262548,0.146479,1.19329,0.603246,0.244507,3,0.0616019
6410,2,0.771277,0.262145,0.138064,1.19329,0.612464,0.241328,3,0.0526487
6411,2,0.912263,0.248337,0.139417,1.03118,0.531117,0.233418,3,0.0604999
6412,2,0.912263,0.253597,0.15279,1.1408,0.557129,0.220668,3,0.0741502
6413,2,0.821956,0.250688,0.150973,1.1408,0.566859,0.217096,4,0.0637815
6414,2,0.677965,0.232488,0.13201,1.11261,0.575216,0.213698,4,0.049035
6415,2,0.868619,0.238234,0.131891,1.27932,0.577603,0.205676,4,0.0642064
6416,3,0.884678,0.292884,0.170075,1.71928,0.871614,0.329524,5,0.076001
6417,3,1.00443,0.33531,0.216128,1.74037,0.718495,0.308666,4,0.095081
6418,3,1.00443,0.364237,0.209245,2.00429,0.881878,0.403827,4,0.0924546
6419,3,0.951467,0.353319,0.182053,2.00429,0.858735,0.395971,4,0.073199
6420,3,1.12665,0.360273,0.202785,2.77347,0.799956,0.399023,4,0.082328
6421,3,1.12665,0.383718,0.206885,2.77347,0.920057,0.467471,5,0.0846889
6422,3,0.943486,0.407244,0.210518,2.6083,0.937,0.43229,6,0.0786264
6423,3,1.00126,0.372671,0.228762,1.72974,0.84857,0.370513,4,0.0924682
6424,3,1.19313,0.360067,0.226722,2.32616,1.01936,0.468442,4,0.10708
6425,3,0.921785,0.34614,0.21114,2.24644,0.880671,0.390666,6,0.0851489
6426,3,0.947782,0.347892,0.200899,3.61454,0.975197,0.488155,5,0.0839734
6427,3,1.17053,0.357697,0.206223,3.61454,0.856517,0.506895,4,0.0868143
6428,3,1.17053,0.38298,0.227284,1.97394,0.821364,0.393804,3,0.0920968
6429,3,1.14049,0.389225,0.215685,2.33297,0.945805,0.410347,4,0.09923
6430,3,1.14049,0.384013,0.206036,2.33297,0.911949,0.445108,5,0.0983341
6431,3,0.984609,0.367257,0.214221,2.29901,0.8921,0.40467,5,0.0946705
6432,2,0.83677,0.27365,0.142304,1.58198,0.940855,0.260263,4,0.0623709
6433,2,0.717763,0.247992,0.140095,1.27334,0.687066,0.248261,4,0.0530022
6434,2,0.90314,0.251643,0.148815,1.15629,0.593245,0.262087,4,0.0657669
6435,2,0.90314,0.282816,0.154296,1.52504,0.64731,0.299953,4,0.0726799
6436,2,0.799244,0.28673,0.147204,1.52504,0.640934,0.285456,4,0.0620318
6437,2,0.766306,0.278137,0.14434,1.4068,0.617704,0.268269,4,0.0591771
6438,2,0.766306,0.268898,0.138962,1.4068,0.602834,0.238201,4,0.0579231
6439,2,0.705506,0.25777,0.131047,1.42575,0.598002,0.22123,4,0.0538715
6440,2,0.705506,0.258214,0.136087,1.42575,0.611756,0.257366,4,0.0576864
6441,2,0.677473,0.251724,0.132271,1.48018,0.596185,0.263607,4,0.0661249
6442,2,0.880101,0.308842,0.166392,2.08891,0.976402,0.388454,4,0.064244
6443,2,0.803397,0.287336,0.158874,1.50758,0.669718,0.315844,5,0.0668098
6444,2,0.874237,0.283726,0.165209,1.38748,0.654626,0.287323,3,0.0699999
6445,2,0.900279,0.285809,0.170841,1.43077,0.715139,0.275275,4,0.0730371
6446,2,0.900279,0.266187,0.146996,1.49778,0.64962,0.295211,4,0.0673874
6447,2,0.751274,0.273771,0.12885,1.49778,0.66221,0.267297,3,0.0479536
6448,2,0.762628,0.273758,0.141066,1.2183,0.652818,0.218817,3,0.0639691
6449,2,0.764117,0.253501,0.146922,1.24036,0.605483,0.222335,3,0.0709121
6450,2,0.764117,0.24161,0.132327,1.24036,0.579846,0.243988,3,0.0616148
6451,5,0.219634,0.0858933,0.0587159,0.663099,0.250352,0.129155,2,0.0111424
6452,5,0.0826262,0.0433865,0.0173592,0.452705,0.157003,0.100581,2,0.0054087
6453,5,0.0826262,0.0342585,0.0177455,0.475871,0.126946,0.131819,2,0.00312809
6454,5,0.0459139,0.0216404,0.00979113,0.475871,0.143697,0.12116,0,0.00258624
6455,5,0.0343569,0.0148368,0.00745705,0.325881,0.108144,0.0907491,0,0.0024303
6456,5,0.142736,0.0375703,0.0387903,0.42098,0.125191,0.110469,1,0.00505661
6457,5,0.149619,0.0657611,0.037454,0.4695,0.216675,0.107036,3,0.00610017
6458,5,0.149619,0.0551634,0.0317008,0.4695,0.217396,0.109947,1,0.00532556
6459,5,0.0827576,0.0316726,0.0214709,0.417953,0.144014,0.107912,2,0.00439863
6460,5,0.0539454,0.0214126,0.0122262,0.229282,0.0852504,0.0511497,4,0.00450338
6461,5,0.0821147,0.0241132,0.0138496,0.219723,0.0836785,0.0457873,1,0.00409986
6462,5,0.0821147,0.0276782,0.0132733,0.219723,0.0915004,0.0482474,1,0.00523024
6463,5,0.0536158,0.0232316,0.0108985,0.292376,0.0980588,0.0679128,0,0.00451798
6464,5,0.0645064,0.0198479,0.0114506,0.292376,0.0909612,0.0679953,0,0.00371588
6465,5,0.0645064,0.0148277,0.0118181,0.233266,0.0661099,0.0422877,1,0.00318107
6466,5,0.0315655,0.0107025,0.00507232,0.359251,0.0448147,0.0407549,0,0.002237
6467,5,0.0704856,0.028323,0.01435,0.183383,0.100157,0.0351663,2,0.00215102
6468,5,0.0363745,0.0200554,0.0076037,0.15203,0.0860468,0.0384264,0,0.00275916
6469,5,0.0363745,0.0163695,0.00822575,0.149618,0.0622643,0.0337656,0,0.0027885
6470,5,0.0295633,0.0129393,0.00511566,0.174725,0.0702813,0.0328862,0,0.00233234
6471,5,0.0404631,0.0124721,0.0071673,0.174725,0.0600235,0.0400723,0,0.00253343
6472,5,0.0404631,0.00959797,0.0067185,0.1352,0.026788,0.0171276,0,0.00236522
6473,5,0.0284588,0.00874827,0.00461375,0.0753222,0.0262736,0.0158449,0,0.00297882
6474,5,0.0284588,0.00989901,0.0045334,0.0917346,0.0269231,0.0202783,0,0.00280793
6475,5,0.0181988,0.00901979,0.00393711,0.0917346,0.0252106,0.0205761,0,0.0018378
6476,5,0.0340241,0.00953651,0.00527004,0.141322,0.0308119,0.0254555,0,0.00257565
6477,5,0.0340241,0.00925472,0.00519818,0.141322,0.0285653,0.0256232,0,0.00264908
6478,5,0.0473845,0.0122366,0.00939055,0.221358,0.0411982,0.042379,0,0.00401109
6479,5,0.0473845,0.0149834,0.00865874,0.221358,0.0709784,0.0446214,0,0.00409512
6480,5,0.0390968,0.0146597,0.00736421,0.196814,0.0959658,0.0453986,0,0.00307354
6481,5,0.0390968,0.0155682,0.00733192,0.196814,0.0672992,0.0559177,0,0.00303559
6482,5,0.0282617,0.0109693,0.00610638,0.0755956,0.0335457,0.0177481,0,0.00197005
6483,5,0.0219419,0.0095006,0.00460444,0.0755956,0.0408989,0.0165645,0,0.00169963
6484,5,0.0252113,0.0128978,0.00519966,0.0697411,0.0321373,0.0170666,0,0.00216546
6485,5,0.0433026,0.0134599,0.00727662,0.104817,0.0368958,0.0198202,0,0.00281218
6486,5,0.0433026,0.012548,0.00756354,0.170407,0.0509899,0.0344732,0,0.00327195
6487,4,0.132122,0.0441704,0.0331909,0.275044,0.131517,0.067116,2,0.00623774
6488,4,0.0451511,0.0191872,0.0112715,0.204518,0.0672516,0.0476786,3,0.00364097
6489,4,0.0625989,0.0145161,0.0114562,0.143845,0.0416997,0.0321026,0,0.00696044
6490,4,0.0819131,0.022539,0.0153619,0.181181,0.0566667,0.0378572,4,0.00882935
6491,4,0.0819131,0.0248574,0.0159732,0.181591,0.0701231,0.0370057,3,0.00744743
6492,4,0.0821916,0.0276585,0.0191209,0.259792,0.0867183,0.0469207,4,0.00738806
6493,4,0.0821916,0.0256912,0.0175236,0.259792,0.0658599,0.0523447,3,0.00708835
6494,4,0.034679,0.0142361,0.00753979,0.0773186,0.0225124,0.016183,0,0.00197577
6495,4,0.0244042,0.00863579,0.00466943,0.0336003,0.0124763,0.00798945,0,0.00169623
6496,4,0.0277619,0.00927729,0.00569908,0.0601527,0.0151293,0.0119929,0,0.00177619
6497,4,0.0277619,0.0117508,0.00526891,0.0601527,0.0204343,0.0120192,0,0.00199708
6498,4,0.0250241,0.010393,0.0053774,0.0585102,0.0184768,0.0102765,0,0.00211045
6499,4,0.0307372,0.0114,0.00610568,0.0585102,0.0215624,0.0122544,0,0.00238402
6500,4,0.0307372,0.0116725,0.00514112,0.0563066,0.0217049,0.0111561,0,0.0022867
6501,4,0.164844,0.0655288,0.0486332,0.706554,0.388856,0.198067,3,0.00372914
6502,4,0.0804462,0.0298756,0.0198475,0.364511,0.146266,0.0903391,2,0.00397086
6503,4,0.0644875,0.0152169,0.0115699,0.257633,0.0624228,0.0372914,2,0.00386968
6504,4,0.0353784,0.00939419,0.00593571,0.140827,0.0519487,0.0195759,0,0.00255296
6505,4,0.0353784,0.0144987,0.00749152,0.140827,0.0589909,0.0248105,0,0.00255483
6506,4,0.0314445,0.0152462,0.0071414,0.108923,0.0477504,0.0253717,0,0.00239979
6507,4,0.0306731,0.00938598,0.00634047,0.0915159,0.0237315,0.0164886,0,0.00223083
6508,4,0.0175657,0.00693905,0.00362113,0.0624577,0.015964,0.00988001,0,0.00169152
6509,4,0.0256047,0.00948887,0.00464035,0.0750502,0.0185119,0.0127594,0,0.00183879
6510,4,0.0372344,0.0138123,0.00668229,0.0750502,0.0253852,0.0163434,0,0.00283112
6511,4,0.0372344,0.0136049,0.00665438,0.0689679,0.0271751,0.0135712,0,0.00273024
6512,4,0.021602,0.00956563,0.00417932,0.0404572,0.015406,0.00929051,0,0.0015568
6513,4,0.0352219,0.00938486,0.00548144,0.0801883,0.0153921,0.0135527,0,0.00229611
6514,4,0.050561,0.0107332,0.00840075,0.114609,0.0250944,0.0226941,0,0.00324989
6515,4,0.050561,0.0129673,0.00873662,0.114609,0.0337388,0.0263021,0,0.00321079
6516,6,0.132955,0.0638282,0.0324678,0.691583,0.378509,0.139118,2,0.00446012
6517,6,0.10586,0.0290265,0.0173749,0.691583,0.230294,0.139639,1,0.00360809
6518,6,0.0507502,0.0207357,0.00836299,0.332569,0.099069,0.0779873,0,0.00190849
6519,6,0.0354321,0.0147189,0.00855986,0.0956081,0.0339073,0.0239385,0,0.00112111
6520,6,0.0408374,0.0119334,0.00807373,0.258302,0.0499481,0.05435,0,0.0025329
6521,6,0.0408374,0.01399,0.00748744,0.258302,0.0531907,0.05341,0,0.00253169
6522,6,0.0214602,0.0102834,0.00454706,0.0641015,0.0240101,0.0135515,0,0.00167758
6523,6,0.0214602,0.00922929,0.00417519,0.147405,0.0241607,0.0235451,0,0.00156663
6524,6,0.0183755,0.00823255,0.00371013,0.147405,0.0209442,0.0240603,0,0.00149125
6525,6,0.0147483,0.00634116,0.00312244,0.0475196,0.00980126,0.00762924,0,0.00137219
6526,6,0.0147626,0.00640843,0.00284338,0.0259467,0.00955214,0.00566869,0,0.00134109
6527,6,0.0152469,0.00711952,0.00279151,0.0420965,0.0127686,0.00939078,0,0.00167731
6528,6,0.0152614,0.00719965,0.00341269,0.0420965,0.0128751,0.00963194,0,0.00160225
6529,6,0.0152614,0.0067692,0.00317827,0.0492177,0.0132723,0.00959891,0,0.00154518
6530,6,0.0142963,0.00725191,0.00296371,0.0492177,0.0142932,0.00939641,0,0.00152111
6531,6,0.0142963,0.00676097,0.00299553,0.0445733,0.0121837,0.0071346,0,0.00116079
6532,6,0.0135981,0.00645434,0.00254405,0.0445733,0.0129208,0.00745161,0,0.00115244
6533,6,0.0141741,0.00686609,0.00268821,0.0317382,0.0123616,0.00664926,0,0.00137964
6534,6,0.0545872,0.0102224,0.0113818,0.235377,0.0329163,0.052338,1,0.00230245
6535,6,0.437175,0.112275,0.0835505,1.11021,0.448725,0.239546,1,0.0177344
6536,6,0.11154,0.0470883,0.0243814,0.414183,0.218778,0.0851704,3,0.00428045
6537,6,0.0700692,0.0219433,0.0141036,0.215045,0.0965533,0.0689972,1,0.00207955
6538,6,0.0277059,0.0142005,0.00638301,0.0839642,0.0448777,0.0128556,0,0.00193304
6539,6,0.029751,0.015764,0.00619212,0.0839642,0.0415599,0.0144485,0,0.0018075
6540,6,0.0374319,0.0176288,0.00764062,0.0682443,0.0410182,0.0128101,0,0.00186436
6541,6,0.0374319,0.0169501,0.00791803,0.0682443,0.0390655,0.0149259,0,0.00173457
6542,6,0.0341767,0.0156694,0.00665211,0.0628738,0.0330493,0.0133321,0,0.00187182
6543,6,0.0343986,0.0153568,0.00691275,0.0664398,0.0337014,0.0167914,0,0.00216758
6544,6,0.0343986,0.016051,0.00785677,0.0666666,0.0328987,0.0170916,0,0.00225187
6545,6,0.0342216,0.0148944,0.00731932,0.0666666,0.0312261,0.0164109,0,0.0019578
6546,6,0.0289395,0.0144965,0.0063379,0.0609236,0.0289667,0.0155101,0,0.00175356
6547,6,0.0289395,0.0145995,0.00622953,0.0689754,0.0305844,0.0166932,0,0.00161033
6548,6,0.0354334,0.0158603,0.00775942,0.0689754,0.0350904,0.0169054,0,0.00145557
6549,6,0.0354334,0.0171894,0.00825664,0.0721892,0.0377724,0.0184659,0,0.00185055
6550,6,0.0323688,0.0175668,0.00801725,0.0721892,0.0369764,0.0193729,0,0.00180066
6551,6,0.0442661,0.0185657,0.00905099,0.082571,0.0396529,0.0197916,0,0.00193608
6552,6,0.0442661,0.0165331,0.0100896,0.0851093,0.0348685,0.0233845,0,0.00209858
6553,6,0.244139,0.0418837,0.0597646,0.612457,0.123429,0.168821,2,0.00887717
6554,1,0.695613,0.299556,0.125009,2.00768,1.03493,0.381219,3,0.0604983
6555,1,0.695613,0.324762,0.12978,1.69819,0.84161,0.363541,4,0.0668605
6556,1,0.61594,0.314366,0.125569,1.35113,0.69261,0.273237,4,0.0577213
6557,1,0.617619,0.30891,0.11194,1.53152,0.689848,0.313212,3,0.0466849
6558,1,0.617619,0.309365,0.12909,1.57193,0.70134,0.31656,3,0.0485089
6559,1,0.614923,0.311581,0.128247,1.57193,0.709935,0.291901,5,0.0514614
6560,1,0.634337,0.316839,0.116884,1.68671,0.776329,0.373229,3,0.0550602
6561,1,0.634337,0.309792,0.12005,1.68671,0.8011,0.395856,4,0.0574282
6562,1,0.778201,0.327901,0.125665,1.59921,0.74814,0.360178,6,0.0581384
6563,1,0.899396,0.342506,0.140238,1.9128,0.819513,0.394282,5,0.0698977
6564,1,0.899396,0.315834,0.133617,1.9128,0.820694,0.383188,4,0.0707873
6565,1,0.645365,0.291844,0.113067,1.37218,0.676033,0.300965,4,0.0600949
6566,1,0.684218,0.270114,0.119216,1.33454,0.597217,0.256713,5,0.0630992
6567,1,0.552636,0.290798,0.116183,1.81757,0.971113,0.328472,3,0.0461394
6568,1,0.875778,0.32948,0.139651,1.81757,0.924374,0.358056,5,0.0643373
6569,1,0.875778,0.324921,0.137712,1.63291,0.79023,0.328985,4,0.0666454
6570,1,0.675167,0.306379,0.115587,1.30612,0.670318,0.288331,3,0.0536509
6571,1,0.647309,0.301281,0.110962,1.36445,0.684235,0.308436,2,0.0477155
6572,1,0.831572,0.308413,0.126152,1.36445,0.757391,0.305781,4,0.0668802
6573,1,0.831572,0.312575,0.127427,1.32598,0.68801,0.309883,4,0.0669671
6574,1,0.670197,0.315622,0.118048,1.29124,0.663748,0.313565,4,0.0553004
6575,1,0.670197,0.300497,0.120389,1.29124,0.656064,0.287903,3,0.051722
6576,1,0.56962,0.282993,0.118058,1.60501,0.640043,0.317182,4,0.0472329
6577,1,0.78208,0.288081,0.125681,1.60501,0.63906,0.317695,3,0.0613687
6578,1,0.78208,0.284111,0.114062,1.27527,0.631434,0.283062,3,0.0590028
6579,1,0.68918,0.281883,0.104834,1.30521,0.654999,0.284037,4,0.0563482
6580,3,1.03588,0.369124,0.213794,1.71234,0.732124,0.354791,3,0.0808341
6581,3,1.03588,0.362522,0.208058,1.55987,0.739517,0.316277,4,0.0870773
6582,3,0.919165,0.348466,0.179324,2.02667,0.815301,0.38711,4,0.0797937
6583,3,0.919165,0.370781,0.194435,2.02667,0.837594,0.437904,4,0.0883062
6584,3,1.09851,0.397447,0.214976,2.0015,0.861368,0.410832,5,0.0885626
6585,3,1.09851,0.387274,0.206893,1.78071,0.884619,0.356147,4,0.0820505
6586,3,1.20683,0.412542,0.2235,3.06302,0.916893,0.436558,4,0.102216
6587,3,1.20683,0.445422,0.252614,3.06302,0.926923,0.444024,4,0.113229
6588,3,1.06353,0.411742,0.239126,2.82189,1.06161,0.490079,5,0.0965588
6589,3,1.09578,0.427136,0.230758,2.2591,0.942511,0.495674,5,0.0937911
6590,3,1.18437,0.414866,0.232571,2.2591,1.02077,0.539235,4,0.0975627
6591,3,1.18437,0.423792,0.23714,2.19022,1.01735,0.502595,4,0.106059
6592,3,1.18478,0.417024,0.237465,2.47895,0.944435,0.444088,5,0.108861
6593,3,1.18478,0.397689,0.218168,2.48226,0.962819,0.41692,4,0.100205
6594,3,1.15612,0.412609,0.219271,2.48226,0.988499,0.409696,5,0.0905842
6595,3,0.990652,0.436281,0.21974,2.44044,1.14702,0.530929,5,0.0982501
6596,3,1.11925,0.48252,0.234201,2.44044,1.18454,0.496846,4,0.0992513
6597,3,1.11925,0.449555,0.204439,2.39684,1.18026,0.477855,4,0.0867506
6598,3,1.13931,0.427311,0.225618,3.00784,1.06094,0.529413,3,0.0947933
6599,3,1.13931,0.436018,0.25245,3.38146,1.03923,0.582439,5,0.104349
6600,3,1.09404,0.428015,0.224283,3.38146,1.08331,0.534464,5,0.108923
6601,3,1.21166,0.482499,0.2534,2.725,1.20531,0.476299,4,0.115881
6602,2,0.80511,0.294593,0.152896,1.66697,0.996205,0.324018,5,0.0622011
6603,2,0.863822,0.301956,0.149747,1.65951,0.823288,0.313673,6,0.0689369
6604,2,0.863822,0.299345,0.14356,1.50374,0.762962,0.275016,4,0.0676301
6605,2,0.708821,0.29363,0.130721,1.56462,0.803243,0.272795,5,0.0494347
6606,2,0.708821,0.286583,0.136367,1.56462,0.725498,0.283631,7,0.0531354
6607,2,0.84442,0.309059,0.163935,1.78987,0.655332,0.285749,4,0.0682896
6608,2,0.867246,0.318433,0.164795,1.78987,0.651855,0.305408,4,0.073589
6609,2,0.867246,0.277119,0.135188,1.46789,0.684073,0.275063,4,0.0588674
6610,2,0.911441,0.305846,0.147026,1.87587,1.03685,0.363265,4,0.0714264
6611,2,0.883245,0.317005,0.169143,1.87587,0.864696,0.36325,4,0.0765988
6612,2,0.883245,0.311938,0.169995,1.56826,0.761881,0.316157,5,0.0798306
6613,2,0.730736,0.280701,0.130681,1.56826,0.712904,0.305867,3,0.0583507
6614,2,0.629411,0.280759,0.114744,1.42149,0.644831,0.253207,3,0.0477938
6615,2,0.629411,0.292328,0.132891,1.7469,0.676956,0.297224,5,0.0518651
6616,2,0.747769,0.300664,0.144849,1.98551,0.774806,0.344395,5,0.0640479
6617,2,0.78194,0.296272,0.156752,1.98551,0.804311,0.345047,4,0.0735286
6618,2,0.892567,0.322542,0.161672,2.00371,1.09379,0.29908,5,0.0657954
6619,2,0.760516,0.303611,0.152452,1.49149,0.93275,0.284786,4,0.0484876
6620,2,0.931496,0.315422,0.163304,1.62191,0.843258,0.305739,4,0.0720262
6621,2,0.931496,0.32548,0.169585,1.62191,0.775353,0.337513,5,0.0786793
6622,2,0.702745,0.308319,0.158576,1.57964,0.733227,0.314606,6,0.0623726
6623,2,0.702502,0.303382,0.146328,1.49609,0.759146,0.300594,4,0.0613786
6624,2,0.738164,0.292933,0.147772,1.49609,0.750044,0.29024,4,0.0709145
6625,5,0.0685507,0.0226719,0.0118362,0.332014,0.10404,0.0796701,2,0.00409473
6626,5,0.0390036,0.012341,0.00862464,0.153856,0.0474915,0.0329719,0,0.0033816
6627,5,0.0155576,0.00640976,0.00295298,0.052228,0.0261958,0.00946261,0,0.00142552
6628,5,0.0155576,0.00588802,0.00299487,0.0477806,0.0183504,0.00860599,0,0.00177532
6629,5,0.01568,0.00509665,0.00256876,0.0312636,0.0110648,0.00605421,0,0.00176519
6630,5,0.0191024,0.00599469,0.00374986,0.0662069,0.0118265,0.0115708,0,0.00225871
6631,5,0.0344053,0.0096353,0.0066183,0.0930138,0.023055,0.0205301,0,0.00250507
6632,5,0.0344053,0.00994686,0.00612576,0.0930138,0.0243295,0.0188717,0,0.00189331
6633,5,0.0145852,0.00693691,0.00324934,0.0441743,0.0145624,0.00945615,0,0.00149677
6634,5,0.0228424,0.00749967,0.00426876,0.050422,0.0144699,0.0090372,0,0.00185885
6635,5,0.0228424,0.00776174,0.004251,0.050422,0.0147472,0.00935406,0,0.00199516
6636,5,0.0208517,0.00725436,0.00427485,0.0338082,0.0130751,0.00643474,0,0.00195935
6637,5,0.0452243,0.010768,0.00816677,0.156673,0.0269258,0.0285095,0,0.00331496
6638,5,0.0642945,0.0160341,0.0124275,0.191459,0.0551076,0.0448095,2,0.00390499
6639,5,0.0642945,0.0159158,0.0113187,0.191459,0.0526241,0.0454743,1,0.00334001
6640,5,0.0284802,0.0132595,0.00620179,0.188937,0.0307353,0.0263467,0,0.00210008
6641,5,0.0284802,0.0116149,0.00671011,0.0529345,0.0193976,0.0122183,0,0.00221321
6642,5,0.0927998,0.0379216,0.0260598,0.145304,0.05353,0.0251773,2,0.00286794
6643,5,0.0336913,0.0109962,0.00689662,0.0732093,0.0354692,0.0163964,0,0.00173901
6644,5,0.019024,0.00714652,0.0035532,0.0463459,0.0175536,0.00952808,0,0.00172972
6645,5,0.0195608,0.00707579,0.00363306,0.0387333,0.0123404,0.00707707,0,0.00156553
6646,5,0.0195608,0.00649706,0.0034964,0.0387333,0.0118294,0.00655452,0,0.0015726
6647,5,0.0154451,0.00544061,0.00288788,0.0250335,0.00992052,0.00474881,0,0.00160678
6648,5,0.0138376,0.00544979,0.00252804,0.0411042,0.0119797,0.00800237,0,0.00149261
6649,5,0.0166074,0.00575595,0.00284518,0.0411042,0.0129918,0.00811429,0,0.00123606
6650,5,0.0166074,0.00541838,0.00279516,0.0281294,0.0109429,0.0057209,0,0.00126688
6651,5,0.0201099,0.00700607,0.00359011,0.0272782,0.0105465,0.00539322,0,0.00164843
6652,5,0.0216633,0.0076191,0.00376101,0.0260748,0.0106189,0.00493479,0,0.00209352
6653,5,0.0216633,0.00711724,0.00405114,0.0321334,0.0118029,0.00558721,0,0.00189319
6654,5,0.018103,0.0084183,0.00459204,0.048939,0.0180151,0.0103769,0,0.00155091
6655,5,0.0296961,0.010729,0.00573044,0.048939,0.0205575,0.0112361,0,0.00172961
6656,4,0.292091,0.0824201,0.070349,0.236804,0.131969,0.031079,1,0.00622087
6657,4,0.0995902,0.0336746,0.023457,0.236804,0.0970038,0.0536424,4,0.00617979
6658,4,0.0479926,0.0128215,0.00818626,0.0827683,0.0414198,0.018249,0,0.00221269
6659,4,0.0279483,0.00959332,0.0052478,0.0467895,0.0229191,0.0104333,0,0.00169738
6660,4,0.0157067,0.00694218,0.00288061,0.0317778,0.012725,0.00624491,0,0.00152072
6661,4,0.0123756,0.00516566,0.00205282,0.0168345,0.00857427,0.00306629,0,0.00135086
6662,4,0.0174806,0.00539148,0.00241208,0.0140798,0.00796034,0.00278249,0,0.00141998
6663,4,0.0174806,0.00566635,0.00265663,0.0140798,0.00722186,0.00302125,0,0.00152491
6664,4,0.0122304,0.00465827,0.00239444,0.0157353,0.00683206,0.00321884,0,0.00135694
6665,4,0.0139673,0.00512624,0.00276413,0.0157353,0.00641389,0.00315541,0,0.00160721
6666,4,0.0287273,0.00724907,0.00531627,0.0546137,0.0110545,0.00988618,0,0.00204026
6667,4,0.0287273,0.00961213,0.00580958,0.0546137,0.0187591,0.0126107,0,0.00204503
6668,4,0.021792,0.0095271,0.00430978,0.0486065,0.0176424,0.0112255,0,0.00177608
6669,4,0.0183174,0.00707593,0.00332538,0.0339797,0.0103448,0.00665855,0,0.00162109
6670,4,0.018445,0.00557457,0.00282286,0.0132273,0.00640336,0.00254423,0,0.00175937
6671,4,0.267956,0.0761751,0.0710862,0.536976,0.364771,0.0890887,2,0.00499186
6672,4,0.0330022,0.0167932,0.0101745,0.359317,0.21353,0.0848074,0,0.00129704
6673,4,0.0147149,0.00628395,0.00327809,0.202399,0.0897895,0.0568013,0,0.00140539
6674,4,0.0238891,0.00664226,0.00409349,0.072732,0.0302889,0.0151756,0,0.00190428
6675,4,0.0238891,0.00714894,0.00398761,0.0506667,0.0219087,0.00713825,0,0.00193164
6676,4,0.0126364,0.00583802,0.00240029,0.0379937,0.0230505,0.00666019,0,0.00140687
6677,4,0.0158054,0.00651553,0.00285484,0.0379937,0.0173001,0.00857251,0,0.00145208
6678,4,0.0186873,0.00744213,0.00353186,0.0359441,0.0119717,0.00618701,0,0.00179253
6679,4,0.0186873,0.00637241,0.00365563,0.0359441,0.0112663,0.00590532,0,0.00184122
6680,4,0.0180595,0.0063541,0.00362531,0.03993,0.012158,0.007594,0,0.00177041
6681,4,0.0180595,0.00705285,0.00329107,0.03993,0.0120302,0.00777117,0,0.00157447
6682,4,0.0203738,0.00713146,0.0038239,0.190274,0.0172974,0.0271302,0,0.00177864
6683,4,0.0220193,0.00818371,0.00482764,0.190274,0.0268315,0.0284816,0,0.00223926
6684,6,0.0932148,0.0462186,0.0290603,0.493247,0.257878,0.0962239,1,0.00189626
6685,6,0.0622938,0.0172593,0.0145943,0.24511,0.12169,0.0646332,0,0.00123935
6686,6,0.0195287,0.00827246,0.00490828,0.115994,0.0409803,0.0325917,0,0.00147005
6687,6,0.0123332,0.00544026,0.00235255,0.0289026,0.0148625,0.00559178,0,0.00140291
6688,6,0.0108424,0.00503084,0.00189906,0.0254581,0.0163496,0.00450409,0,0.00133816
